Operator Name,Co,URL,2018,2019,2020,2021
Anadarko,1,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.careersinafrica.com%2Fcompany%2Fanadarko%2F&psig=AOvVaw3hcic0NrfLkVA4NluPyQQJ&ust=1623065129712000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCIjCoaD0gvECFQAAAAAdAAAAABAN,"73,170,409","74,873,461","144,256,326","17,532,615"
ANKOR,2,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAdcAAABrCAMAAAASJThJAAAAw1BMVEX///8AesMAcMAAeML///0AdsIAdMHN4/P///sAcsAAb79npNIAcb4Ac7+92OqfxuMgh8c6kc3Z6vCoyecjgceev9/X6fRTmdEAbsBjo9auzefa5vDF3u07isv3+/vu9vjo7/WEtNm20Obx9vuUud3K3e94rdji8PI2jsr///cAar7o8/O61ucAY7vm8fLK3+hVms1DnMuBstC40OjR6e2kx9wZg8B3sdU2jsaMutZVm9JmpMyszd2CsNmPt90CfL5yqNe+Ru7HAAAZsUlEQVR4nO1dCXvaOrC1tUUydjCuAUOIDZSwB3h95QayFP7/r3qSN2wsmy1pkzzO/W4DeNFytMyMRiNFOYw+VnNgTNERz1/x8fifoQ+zfDwhFsijVYWqdyX2EwApRDUIYYT0j36GrmAuryruK1diPwE8jXU4GmRxLB2omd9dOdj8yuu/B6oBQ/DQAiY98hHPLuiufCQ++kVXfCBufUKRBcBx3QyhDiuiVVXJ+krsv8cSPAteXQd4xz1gHaBVhcbgY7N8xRHogL7fvVRQO+6BeuEoLIBX6DrF/iugdrnJ0a3gkvjbtNkv/2+z+DE6PdRdOfTll+DVLWdw+/WnkNYYaI4DsMr4HwdAFYs/jBU/NVIPdlc+EsMjx/R/iwnjxU3BaXxwg3TvJPj5rkm0gL0tbbcqft6WSqXtPb7nXxtQLXyI/jmiu/KRuPQVOqyXaaMfnm/rEWQw/vGuSbScivgDnUDKqWpb/u9AK+Z1ph9Dq6pqrS9A7L/gVaL66wemvhPBeaXCLOG4/tf/BeKrVcgrQgtyHK9fQon9zrzeaDD8Cjajg7y2Ci1NSZDOu2b2Q/BteeWF6Gpm8HWgCbtTMa9KsaUpBWZ9+pH4m/KqVVzP7bGF6wlMgP7b836zAl5R+SihKQCsfPqR+JvyyqDuaESFmg8uEOmaxonLf2J2fG/lYMt3ze4H4Jvy+sj1VQ2rQosNPjH/Q+4DqJS7mi4DhJN3ze/743vy6lJK0eievVJEBUqg7P/NfWB+wigcVtLnHoo/La900k7jZDOPa4ObsCgdvViERcOThmHeYdntqdn5u/isvKIW1FKGC/PnqdnyMIsWX8qgVHQnWp7YXTmx9ucWiT8rr0uQyhf873TXojbAbvjxVqsU3enCE7srB3v61APxp+QVjTpaKltYPUNOuQV29PFOswtupE9HWppScKzPTOyn5JUu0uMihNYZ6TRB3Ek9x3Dzb7S0M2hV4XB0RqYEUP4SLr9ScPGENI7htWAl+ZwmcJDXgW2kr57nLtbTdm6IvHflv6JSMAoXXNLL2VfdTW8zmAZNah59f7ib5OfFHVit7Ct8zGcnDBDuYV49y5rP57LFtbvBOU32AK9cYtrTJbXpGakoypbwjh4AQ5a7CINe8w3DuF+01A6zFf3DYRnobX6BthJXoP1ctjJaF3JbnaFKsi8IAbDZae+Vgqtxs1Yzix/lbFl2vPKHXkt2kNT+Mq3/k6GWWhG1y+wKfdnXTbxylaPcvL2bUfHqYl7pku21NK2p0JFX60reH2N652XqqY4hDgEh6+bwitxNbp+EsI2e83sszrqv/jCyt0HOK7WSbZU3NMZW3XSOvbXNcLH8Bonx5O7SRIrbLdlEZ5K2kJUYYl4RullgAxfKijyDq7tgnLYZ2QNzxLRIF8AQ0IkOzf6tiwp5pRmPQNBDtLtQ9czrkykx3X7uuqlpAd3rrcA87HluCaxzeM0mmEi6TJVBQYfVM0psHq+T7IAOAa+5XW5f1f32LAM2TCsiVZl0VHC8mSzkFSmTEjhG/odG2W93ZvZeIvTHp13F8Haqbzoy207Eq7vYJ531UctkhzMCoaF2kraLkc1iaQutQZ40aBn53dXkz9Be/nI73OxLYzm80qGs/vkgEvVY+qQdqWpBHJQKjcqQnKKeRbxa6pFtAWq+U62cV7TcIwoS2bgX8EoH5v74wUqoenSRmTodxfS1yc6Iy3NRl7KK6CK3lFAT4hqi/+UnT572Wouc1335PkYoOSDaOV4kh7ZoTBQ9H71eHCDktX2ME1eUvW4er1TSOWXv9XlF80y3xHU6dY7OB1cqe7HwXtM2u/nrQb+Xd9eCt/OK8N81L6jzfUldxiv2+nn6ceQENwcn9DzyJHhdnWoiC3mtn7DAAbGHpLy2s+K2HJxXhJaZOsbDkXt8NgSceOvcFCQUzDumShVYlL+aDo2guyOlYK0Hmkf016f850lgtVqdspoERVEObUzIIuB1fqQTVwDGp1gJr3hyrD2d80rfMv0C2x59PbEAejSpLkFj1189qMvWDeg6/+0sVk/dTX5yLL2xQ8ZrUdP2OULt04ZUMKfWKYNYgIDXE9cjn6W8qv9z7Fv0pmQOgiqXu15OyojwZQin2B5IruFsNInLP5rly2MJ7zTULWhbYJAciaW8FsG4E7LwaW2X6+L5m69zEfB6grePKipTOr8eP0WT3jBbNnJHj9lasQd9HlRxSUv6rg4dycIaLeUbhpMzJyqYlMgiaZs5mVfAs4X+EJgLWdZaRbJcHnxePXZKQrm8npBq9mmefV7mk1+LQ+thBTR/xuAKrMRDeZ4/mpHkwh61CgwG+usBXuFOz85eFLyOOmY+JAmzlpudJWFav5dMioLXtmrnQlK2XF7zm8JBOK+iw6B7SQ6ThpVskpugis2USQ7izr49io6K2kzShouUdX7HhpvEEqKEV9jYmcWybwEP2eaWhCcZolkrOyHDTdqQaGZGmIPrOZKpN4/XTRDfIbdO8gG52JLDK+7XHiLMm9mK1H0jqiesINjP6kZYEnEpY48t54srejm92EELmgDeFvZXUt29JTs+sAO8to/ldU8wz05f78grDI0Bp3qZcBidIBcSXkkvkZladkQCvnmuzTYu1536UDVavIV0wWq/WF6B0DTcbwS1ApHVuTmf10P99Whe9xaYs2tU78lr5VxeWT8yUp/Oa7B0c+eIFjzX8QJvKFJqmr1HFS2QKRNMxXcXjMR2rBtfwiuS+dV9L15JIy7sGbzeCrNuV1v4NuIO5f9zFZGkXS4QKtDQcTZ+DCqysPDBBV3EK6Juq/pWeouwW9l9d14RmnV7f/70QvzZqfUfz2tiGDxnHK4JXsvaC0JrPhijWwAs6qqsneKpKKAP9CQ9Z1pkToyMIWfxipD7R9UIjsHiZv3+vM4XWGcYR3Iz2MVV+Av9Fa4v4FUTBKI3racMGFnP59aKrCiytbsUr80CS5PMmx8pi4KGEHncnMfr7D69Roc/jtcySKts5K/yquol90JeG1pTWWBIfB0HvCoVvZssd8GwSlYjJINkDTUGaKILeN3s1eiH8YqW+4POX+ZVJWabXsTrUGtNNdiAQod+MVS61auJx9BbfnfFi5IUL0XqLvbO5zVjw/8wXr2MveJv86pCPM3RX4/iVdkAy9bLM41PVxVlyDpl8JZ47K7I3gexHEWlIIF6fA6vowxJH8Uryi5z/HVeVagJC9G5vLoQ3htDSjuNRmOuWBocksXuKXrSwthRcB7O5TXrGvdRvNKsS8Pf55Xnf+Gezas1BmAcL+GgtQOcRMm7J/oaHAFoCo+yc3jtZDTjD+JVmUjWVi7gFQ2TzowHfO5SWTEtid3/KF6924fWTayII5d/TVgA8l0Qz4dvITuH12x9fhSvtXfm1U3hYLC6xAvga7avHze/FkAyzexSPDpvGYjoBOfwmvWwegdeZfZh5eZ9ed1DQeTm7Bsk8yBJCrZn8Erb+UMGPHPK8J9d0bN4bWTKCBdWLURLIuBxXjM2Emi3krjJloPzOs/WPGzF+1Al+vmH8SoDeYpLXbMk1sCDvGYrMs6wah1aGC/gnS3PG4clFRfvD5WNLKzlZm1fMB0QK1tEeX9VdSeEzOvzr/Kq4l321TP6a0FAH7YsXJMVKHLtIZNzeH07dYhgLXrGfMF5LfJxl+JiXlfn7FQUPEh4NQp5RQVLqXCoKAX7NsQd9qjATQCXumfwerLvDGuhoq1iuZlD7qkpXcqr3uqc5P8YA2V5hbg41mI5v3Bi38lboWYLt6jI/g8lc9RBXotdP6V+MAWHhuSC8zoqOrxAmviFvPKcVs/YhErWErkJ5niAh/AKXND6tHA9gMP4URw6pljMk/MqsRYkXihxIOS1dSg4nGRQEfamU4JU+a+5nFdasF0xL1XoSXhla1miEQpYgVD48kpkxgQMS7ZluBCHec0aJnaF6fey+eXjcNFsIN66zXZoYR9uF2xGIrfvr+dwXhXaOtXBDXckek5xaCVaQBvz12TcoiYNVU8s2Z80Zxy2+09ya5stZKSL2ipQwVXI1hIHY389J9exFoKWm3VifA9eFWSdRiyEsyyv0OnK0oy7a75+Cof+7lwl68mXvEcp3qslwRHrdHkOdKROUQ6vBeuMEE6pZAL2eZ3k+IVDfap42ZTeh1dldpKzMBE+UHu8Qq04wFfRanroCF7gKx5upynaJiB55rAfDO1L913hFZ8YJJt7RG2had6ggf0dsnJeFWUu31vJlujDeOXl807RdzRrn1fI7AORKPI7Y+zT9KsgC+w1cJBZnjASH+NnipZ6tr6xKXwLOnJeeSd3pAyBuu+RkMerYpmS5/xDC/J4zaZxKq/CFnS0xBbkM+JVbO0fD5uH4l3k74SBkU9hQUQJGPkxFW3sMICWwnhnzqbZSOljsb0EIeStTS19xfFpRU/j7DPByvR8qGUugXHo/r4dR+nH71sEjgrKa93/jema5gBNhJB89L2lvWxKwqfTdqQ/S3jNlu6xFV+VD0lhvSYeYWPfX6n2CBz+n64Ot8vZ4fA0ud5qUU8sPngwciilg9ygAWxZ28Nsl/pNBq3QHxBRxaulL3lBStlnboINBlR2LQoqNdilH12qjaKk3JowId/UatZg5rkuCgQLt5XFnCpzSQbmsqp180un+I6EudW6SpXczw2y+G81y6VS79ssLPn8Anfb2QuMMnC3NJ+nCSZuuSIF9Jo7eeH+5SHOpBuCob4L4THKF5lxYudljscFu56HlYtW7jqacTGxcvMw6SRG8G3u3MkSgaTkwzW7nl+XD1rLVc70zsEp9BBakj2GqSAF1VyBmCXCYo1kloHPHuX0HwMN7Lw+4+TFYToao6wlEaSU3tu8CRamtvhQyXgNptfuWggv12FQK58bbjLCZJ8PWEm1lUGeQLwnE91lAyfIgwldsQPNBOiK6k4r08u6LN13etfSEWdRngLL9gJddvazSK5C0yEg+pTXbbTXS4/qTK9K7x9zRE0sj8CgtVL3IbrnA6sXriRdEYCu8+Ks6dPLeE1HaMT7wfDQui5HZX+lKB10DJoFMY6v2KGZY9SB5EJiUzZg8Lp3MXc0yFxI7/IBt1dh+BggdJujyEI8PyuidYyEiwJcXCCHuQllOOH0e8UBzHMUWUjOiiC+w86PxLg7fHcukocVktm1ux6NPEUW4rvLarERjsR+EMkL8BKN6GR92RDy/wzuUG4lwPiiMx3RJBiJ4ca9jI3Yb2E/LMkVhaCjhZxYqO7Huj8NwVFIoNBr5ghEfgvOgXg9V+yDbuWKLLQvOpN9JFx94eLyXuYH5oTZUP9XHABay/UdaF5wqCNCFp8ZweUH9CJPZIVdhaaTgZSlQWRxAYB58lmECdAOY5mYiedgyg74LF8hB6LThhTP++H1T3utDd9F1hktiHmhyfqKdwSavr4PGzPWOnzTP4U4Hq3o+LTvhfcqJ52H/f4mCrN6I/wWz307+vnwcMkEk3kfUmrlfqOx/XVL/x617YfvoyFUNN2HAxx9cbZIhmrj8XsOAGhqOv6RWASQv+amg6pj6YkKXxJ1CIPt3xrDWJcvA1S0Qx6LyGIsE0/1bCC61SDTzedFBTLIhh8tuNfDUzyru9N3vzzqeIMUERql3dpiqEqPIq6zQ+sD78srLREIyyIryO3aGH/0YmKd+Lyi18riO/EafkKoQ1hsy0oWsE5SvO7O1PO9+/1nU7zm2jlR4t/8yRw1AdwMQnGduhUcBuz2tw7G+drlASW/pi67yQsoLtXuU4DngFdlJFzdZTcUZPazYsercED3N+aMZtX6vW0ugqM1J72qiYfVKp/mur2l4q5XdkWU/nenYtrDRnMUuLpHvKJuY2jblU7gp4PKvWjd2V337pD4d0695aJSeV6OhLff+nm4emmlplB3A8nuUGQ/dqdfyaNWn796+BI42tHbXpmOyhXbdK1eb0Jb/cqq/haJg8qo9rTiNzfCPRHzXo+i7sI0B2I3SZ9fMldbP2tur3oPzXK151J+k58Q8soL075frINDVb1e745OyovK/aL7ZSzqSV7bkPWELxVkBtC42AK7vNNYYw2qUNfGVFk4FW/DhRmbKqMXzRDnsBK2EVUZ8UqteyB+14n+5BOuOtuI17HYDuoxpztXHU3nz5oTuvYndqL1k8r0LcMpJf/JGc9FZS8czJhuYDAUPlmo45iuCYgB3VtnPChpOiMG0RbBVhL6AjBgQKRyI7j4oQF35RAGLD7KOwToTAOGJgJEen75NO3RU6oO88S4VYaAAH4LM5bi2cHj+GHKpRAugWiVrzJQJ3mdG8LNbelA1vjR/bHgxWhSpV3q29Ds90tIaZCKqavb7YoiflF9a/5vdaWrwmEg5BUNuBQ2rHabfQiZb362SRQd33XEIO9BWGKsf3vXXWD20nHs3sNd08ZawgEEvWGWWtG0qtU74Q9AiP2n2+2JkzrbXLXtEHOIcemt4j7o0GS4VC2/qRjbfF5GdMGI2ml2q0MGNRGzu6mrC0IWbysLdXR837yr3TX/872/fm77JrR5+VzlB/G3/69BUAElgLWeOOjFgbwpdG7vmkPMsmHZPycSvA5MyCzUHsPNb+GPQecQBqFs60bDr+cGhuBpRClFZYAXYhZFtMugPYp4VYaQ+U2ceivsn+wo4RVvZv7r71WDvfiOHzOIEwL3qI7VrLqBXgwW9OrRmuAV5bzy3JTEBix0q6ukMhmJlbQOzxgfTdaAlFw/I68MbgJeWWVC6YiODByGdufJ9nxVeUFW/gQa8HrHn7D8HPIKceaI86qy/ybimZGJ7UzOPifqcNN5e3vrdLamDkFfQX0cR4ifAlYVxYnkpgbvHv4HyrtFNNOUCVuG4zBqOeBXKHl4Khanqkl4NcLFyh84OmgF1UmiutBQVnkTsDtquo+13z6vqyAx0V+jMzNKWK+JFeZoWyStMrHvsKlHv/y27XBwoCoJel8kN/m80hIm0d67NsENKng1woZWNcBFK3J/D1x/DfaHAgPgNRIeq3UahYUcBiee7Xhlg2AbKxCbxQO4NimFvI6eiD4IH+XVziYyXnEj/OHBYGHEchG4YJcjJO0UXcAi6QoNgNETvOqhZ9GDHofB59d4J5wDEv/gQhFnualHoj7vn8KERSfzCsQyXhO+9LyVYMFrvIH8ljlfhle1L7Dt9259jVFPLDDyMTPVX4kZyPtdxjtMCLTCZtRfk9H+eHuZJ3lVQl5jT/UHA/wOr/VYgle6wDg1DosYpErPYLFujWxj6/fXqIXou8VL1zZKSpP4B2GEJRTjLufVirSs9rLzbNpYZ1JeBzixW79MHI/zyqLp/+Hr8JqQm3yMoX2/wyrVX8Pyc17BLk7ygnevcH7ljWS4e9ZM8epqAa8k5pWzEX7ssUQPpVyNTrn4War6S/lD1F2NmrrgleD4TYk4hPd8QCgbYPfDAg8R5zVqK5RPHJqjQ3vB5TUJr7wku2MBy0yzBK/RpsSvyysl+FfmnohXFgbxnSasEPQeD6P+WiKp3f7I5zX8YoEjeVUeQPoAtx4DUz6zxTsDEVKNfppXFs2IyBXXujqIt6ejlWCN8xpqKFMuF/Zu24Ie25DwOsOJzRRronvfg1dUEc07+Ih+/gzkYRLKwxGvNWe3XXqAeasPeKVr3k9CuYl6P8WJPnY0naIyOZZXtIFkviPW8wNp3LLdHDoHuJzmNW6L6IHxgd5isaslautia/mOVz7Kz/zlP4Sk/ZX/GgthQoQbfQ9e6ZrpkUz0azz+499DgmOkI15FSCkccCJO/AatUM+hlhN7X80d57+RGBX/C77PVHg0r11HhbHBybvHrEeFiBtFyuCpa4M0rxC342tkxvURCMPFAloiQlfZ8VrBZuhVPyVSuYlPA1EWu4x06PfgVUEYsqrLdVS3w8Lds7wLj0QsjJhX5dYRkbQoopMSIfVRbG8qMfY8QFxLnKq+2CS0pteRQul8Y6jH8uoHYnGeLBF/Y1Lm2RHqDC1r2JzzJEfWiohJO8WryjZcmaGj+RCzX8jPn33Ln0eDBcMrlByHXwjo8rJQWnYwHI64SkyfiTkSgUgC/ZWrYmztIq7plhkUBqjvwatSMzBT642KQYgaVDyX9ldvKzfBq7J2VGA/N4YAEnsS25vEsQiYDRvPKoN6WXQYS4es8udt6GivxvG8Kh0NYx3bpmoQqAcWEPSiQbZpNEwAmTAspMfhPgN4WFEJBiVhvEC/HAjsRWPIMPO7edOI5Ka5o5Lhtl/HzmJBoJhLaZ8T/FaJ7U0tggmsl+qQYUdM01+S14oD935B7YUwDhsMlMJwP3OdGGzsKovxML5pagNGiM6MvrDroPn40Zek3CcGiK4TzQy1zdaGMV1zhnP0OBa8auOI19bjY8RrZ2zs5WFe14hhCIOvvQxHdrq0hUHaYLgjTM+oM3bCu3kLmUxtXecphXcj2rWBwXQD6E9+P/0xHkfxjqaqMBw7sDOyVG0seK0JO/ejh6pjTZCPrLrDDF4IUPFXL9qP45jX8ePX4BXNBtmNzdQq9xv9pRXt7kJWp9RfU2U2mCVuavW2pbdm+Is7GAT1Rmevb6XSeif3uNNep3ozUtz2gCug/L7I09a1BpER3RtkHObpoNsplfrl+Si+Qt1pp9TovE4C6vhDYSJczxmgUetH9cfcjdOlrT+lUmcZLMnwFAY0fo24s8UHAeoOZmIsoFavtO25aBLdNLKWfZ52qPHyPEeqMy9EcX1+Fhy3rChd4Uy9AO19PzWlU5Y3M2kJXnNfhPZ/RnmrwLJPF2TzikuR5PWK74Mrr98TX5LX/wNzCVttSTgc5AAAAABJRU5ErkJggg==","2,352,923","2,200,919","108,658,035","392,369"
